Loan_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Purpose,Interest_Rate,Loan_Term,Income,Employment_Type,Credit_Score,Existing_Loans,Debt_to_Income_Ratio,Application_Status,Default_Status,Repayment_Status,Branch,State,Gender
L105409,C51959,2023-01-02,1502128,Education,16.36,60,175009.0,Salaried,434.0,0,46.7,Rejected,No Default,Missed,Chennai,Delhi,Male
L105410,C51757,2024-07-29,1494845,Education,13.28,12,102126.0,Freelancer,773.0,1,19.7,Approved,No Default,On Time,Chennai,Maharashtra,Male
L105411,C52688,2024-05-05,949059,Vehicle,20.99,36,88811.0,Self-employed,478.0,1,18.3,Pending,No Default,Missed,Mumbai,Maharashtra,Female
L105412,C50160,2023-05-22,1968977,Home,14.46,24,72883.0,Self-employed,500.0,3,21.9,Pending,No Default,Missed,Bangalore,Telangana,Female
L105413,C51281,2024-01-18,1164584,Vehicle,8.3,12,29519.0,Business Owner,625.0,4,31.1,Approved,No Default,Delayed,Bangalore,Tamil Nadu,Male
L105414,C52647,2024-06-26,92463,Personal,17.99,60,71697.0,Freelancer,513.0,0,44.2,Pending,No Default,Missed,Bangalore,Maharashtra,Male
L105415,C50532,2024-10-15,455707,Business,12.42,60,55271.0,Salaried,497.0,0,31.5,Rejected,Default,On Time,Hyderabad,Karnataka,Female
L105416,C53098,2024-08-30,363050,Business,8.39,36,132153.0,Freelancer,797.0,0,59.5,Pending,No Default,Missed,Hyderabad,Telangana,Female
L105417,C51640,2023-11-17,716480,Education,16.34,24,77248.0,Salaried,429.0,4,38.0,Rejected,No Default,On Time,Mumbai,Delhi,Female
L105418,C51604,2024-05-14,996426,Business,9.88,36,191395.0,Self-employed,587.0,5,31.1,Approved,No Default,On Time,Chennai,Tamil Nadu,Male
L105419,C52473,2023-12-11,738238,Business,20.13,12,50842.0,Self-employed,651.0,2,29.8,Approved,No Default,Delayed,Bangalore,Maharashtra,Male
L105420,C51398,2023-11-19,1750267,Business,8.96,12,179171.0,Freelancer,692.0,2,19.5,Approved,No Default,Delayed,Delhi,Tamil Nadu,Female
L105421,C51472,2024-12-31,1076188,Education,11.19,24,149802.0,Freelancer,691.0,0,48.5,Approved,No Default,Delayed,Bangalore,Delhi,Male
L105422,C53465,2024-09-27,679189,Vehicle,10.86,12,27243.0,Business Owner,641.0,1,32.7,Approved,Default,On Time,Hyderabad,Tamil Nadu,Male
L105423,C52024,2024-02-06,1201194,Personal,22.11,60,74826.0,Business Owner,567.0,0,39.5,Pending,No Default,Delayed,Chennai,Karnataka,Female
L105424,C53020,2024-03-27,626535,Education,21.19,24,108888.0,Self-employed,650.0,5,25.5,Approved,No Default,On Time,Mumbai,Tamil Nadu,Male
L105425,C53300,2024-01-03,1564439,Personal,17.95,60,132497.0,Salaried,835.0,3,33.3,Approved,Default,Missed,Chennai,Maharashtra,Male
L105426,C51360,2024-05-12,1981637,Home,12.81,36,192708.0,Business Owner,445.0,3,37.2,Pending,No Default,Missed,Hyderabad,Telangana,Female
L105427,C51056,2024-09-24,1897197,Home,9.74,60,101670.0,Business Owner,343.0,1,9.0,Pending,Default,On Time,Hyderabad,Tamil Nadu,Male
L105428,C52396,2023-04-15,1111836,Vehicle,9.83,12,142476.0,Salaried,318.0,3,58.6,Pending,No Default,On Time,Chennai,Telangana,Female
L105429,C52857,2023-12-23,1481907,Home,10.82,60,72120.0,Salaried,738.0,1,13.4,Approved,No Default,On Time,Delhi,Tamil Nadu,Male
L105430,C52015,2024-07-01,1864154,Home,8.33,12,185724.0,Freelancer,812.0,2,45.1,Approved,No Default,On Time,Hyderabad,Tamil Nadu,Female
L105431,C50676,2023-01-10,484632,Vehicle,22.37,24,114366.0,Salaried,438.0,3,50.8,Rejected,No Default,Delayed,Chennai,Maharashtra,Male
L105432,C52090,2023-09-18,1828895,Business,8.12,24,192147.0,Business Owner,402.0,1,36.6,Pending,Default,Delayed,Delhi,Delhi,Female
L105433,C51535,2024-10-23,299169,Personal,8.93,36,20366.0,Salaried,841.0,4,45.3,Approved,Default,Delayed,Chennai,Karnataka,Female
L105434,C53158,2023-04-12,1397443,Home,20.47,60,170175.0,Freelancer,305.0,5,34.2,Rejected,Default,Delayed,Delhi,Telangana,Male
L105435,C53229,2023-03-17,614250,Personal,10.73,36,69910.0,Salaried,669.0,5,57.3,Pending,No Default,On Time,Delhi,Tamil Nadu,Male
L105436,C52935,2023-10-10,1517522,Vehicle,15.21,36,143509.0,Salaried,594.0,2,50.0,Approved,No Default,Delayed,Delhi,Telangana,Male
L105437,C50255,2024-04-30,564470,Home,15.15,36,75596.0,Self-employed,770.0,1,5.4,Approved,Default,On Time,Delhi,Karnataka,Female
L105438,C50555,2024-10-20,1307494,Home,7.97,24,22804.0,Business Owner,341.0,2,14.3,Pending,Default,On Time,Mumbai,Telangana,Female
L105439,C52015,2024-10-05,1883393,Vehicle,17.35,24,127099.0,Business Owner,,1,17.5,Approved,No Default,Delayed,Hyderabad,Karnataka,Female
L105440,C50420,2024-03-20,1349730,Business,20.01,24,121573.0,Business Owner,433.0,2,27.4,Pending,Default,On Time,Delhi,Maharashtra,Male
L105441,C51624,2023-09-20,1814151,Vehicle,14.47,60,150034.0,Salaried,405.0,2,21.9,Rejected,Default,On Time,Bangalore,Maharashtra,Male
L105442,C51904,2024-06-24,1899552,Personal,14.89,24,186505.0,Salaried,573.0,1,51.0,Pending,Default,Missed,Hyderabad,Telangana,Male
L105443,C51448,2023-01-27,720894,Home,8.63,60,92327.0,Self-employed,301.0,1,31.5,Rejected,No Default,Missed,Chennai,Telangana,Female
L105444,C51635,2024-01-18,1603443,Business,13.14,24,56077.0,Business Owner,674.0,4,32.6,Approved,No Default,Missed,Hyderabad,Tamil Nadu,Female
L105445,C52671,2024-03-11,1892832,Home,11.04,24,109698.0,Freelancer,406.0,3,44.7,Pending,Default,Missed,Mumbai,Tamil Nadu,Male
L105446,C51989,2023-11-25,492596,Vehicle,16.82,24,190190.0,Self-employed,692.0,4,21.0,Approved,No Default,Delayed,Mumbai,Tamil Nadu,Male
L105447,C52562,2024-07-13,426199,Business,8.05,36,63587.0,Business Owner,528.0,5,30.1,Rejected,Default,On Time,Bangalore,Delhi,Female
L105448,C50455,2024-08-17,224586,Business,16.92,12,54035.0,Salaried,542.0,3,53.0,Pending,No Default,Delayed,Bangalore,Karnataka,Male
L105449,C51944,2024-04-07,1547389,Business,22.21,24,52534.0,Freelancer,341.0,2,32.5,Pending,No Default,Delayed,Hyderabad,Maharashtra,Female
L105450,C53470,2024-11-03,1034755,Education,14.69,24,32491.0,Freelancer,751.0,4,32.6,Approved,No Default,Delayed,Bangalore,Maharashtra,Male
L105451,C51049,2024-12-24,787361,Personal,10.77,12,146093.0,Self-employed,479.0,4,16.1,Rejected,Default,Delayed,Delhi,Delhi,Male
L105452,C52858,2024-09-23,1223607,Business,7.77,60,183037.0,Salaried,307.0,5,39.4,Pending,No Default,Missed,Chennai,Karnataka,Male
L105453,C51688,2024-11-29,1566272,Personal,13.99,60,79308.0,Salaried,780.0,5,22.7,Approved,No Default,On Time,Chennai,Telangana,Female
L105454,C50053,2024-01-03,1535416,Vehicle,16.34,12,121927.0,Self-employed,317.0,2,40.0,Pending,No Default,Missed,Hyderabad,Maharashtra,Male
L105455,C51821,2023-08-07,1074705,Education,19.05,24,68980.0,Freelancer,725.0,1,44.6,Approved,No Default,Delayed,Delhi,Tamil Nadu,Male
L105456,C52371,2024-12-10,1095749,Home,22.07,60,142651.0,Business Owner,537.0,1,32.3,Pending,No Default,On Time,Chennai,Telangana,Male
L105457,C50897,2024-07-24,192523,Personal,10.63,60,136447.0,Self-employed,574.0,1,55.9,Pending,Default,Missed,Hyderabad,Tamil Nadu,Female
L105458,C51638,2023-05-17,774492,Home,8.89,12,103641.0,Freelancer,803.0,3,44.1,Approved,No Default,On Time,Hyderabad,Karnataka,Female
L105459,C52737,2024-08-28,1642352,Business,21.57,60,164841.0,Self-employed,565.0,1,53.0,Rejected,Default,Delayed,Delhi,Karnataka,Male
L105460,C50268,2023-09-17,1317869,Education,10.95,36,118366.0,Self-employed,786.0,2,41.6,Approved,No Default,Delayed,Hyderabad,Maharashtra,Male
L105461,C50338,2023-06-17,817626,Vehicle,12.02,60,160169.0,Freelancer,305.0,4,41.8,Rejected,No Default,On Time,Mumbai,Delhi,Female
L105462,C52632,2023-01-07,1910494,Education,12.93,12,193790.0,Salaried,301.0,0,7.6,Rejected,No Default,Missed,Bangalore,Delhi,Male
L105463,C52030,2024-06-05,1077506,Education,8.19,60,85974.0,Self-employed,728.0,2,37.9,Approved,No Default,Delayed,Chennai,Maharashtra,Female
L105464,C51681,2023-02-15,1891952,Home,13.33,12,26725.0,Salaried,447.0,5,31.8,Rejected,No Default,Missed,Hyderabad,Telangana,Male
L105465,C51921,2023-04-01,1527441,Vehicle,21.51,24,73288.0,Self-employed,712.0,5,56.5,Rejected,No Default,Missed,Delhi,Delhi,Female
L105466,C51509,2024-06-10,276630,Education,20.21,60,52771.0,Salaried,500.0,3,26.6,Rejected,Default,Delayed,Chennai,Tamil Nadu,Female
L105467,C50621,2024-01-03,347631,Education,15.77,12,146497.0,Business Owner,434.0,2,35.2,Rejected,No Default,Missed,Hyderabad,Telangana,Male
L105468,C50907,2023-08-27,220602,Vehicle,16.97,12,133962.0,Freelancer,435.0,2,5.7,Pending,Default,Missed,Delhi,Telangana,Female
L105469,C53220,2024-11-08,341579,Vehicle,16.06,60,121857.0,Self-employed,789.0,0,53.6,Rejected,No Default,On Time,Hyderabad,Maharashtra,Male
L105470,C50865,2023-11-10,953576,Education,9.32,24,102682.0,Freelancer,755.0,4,50.0,Approved,No Default,Delayed,Mumbai,Telangana,Male
L105471,C51541,2023-02-25,712681,Vehicle,14.07,12,104481.0,Self-employed,738.0,5,48.9,Approved,No Default,On Time,Hyderabad,Telangana,Male
L105472,C50386,2023-03-15,1911710,Vehicle,11.73,12,62653.0,Freelancer,830.0,4,56.6,Pending,No Default,Delayed,Mumbai,Maharashtra,Male
L105473,C51651,2024-05-04,1292785,Home,8.07,36,118809.0,Salaried,323.0,3,54.6,Rejected,Default,Delayed,Chennai,Telangana,Male
L105474,C50691,2024-12-28,695453,Business,14.86,36,160761.0,Self-employed,588.0,1,27.3,Approved,Default,Missed,Mumbai,Telangana,Female
L105475,C52300,2024-12-15,1519709,Home,21.95,12,195933.0,Self-employed,585.0,4,32.2,Approved,Default,Delayed,Bangalore,Delhi,Female
L105476,C50374,2023-05-19,1741476,Personal,21.8,12,56027.0,Salaried,638.0,1,28.4,Approved,No Default,On Time,Delhi,Telangana,Male
L105477,C51969,2023-07-06,722208,Home,18.06,60,197277.0,Business Owner,523.0,5,35.9,Pending,No Default,Delayed,Chennai,Maharashtra,Male
L105478,C52847,2023-12-17,1445842,Education,10.48,60,150556.0,Freelancer,424.0,4,60.0,Pending,Default,Missed,Bangalore,Delhi,Female
L105479,C51866,2024-08-13,1165438,Personal,15.81,12,73699.0,Self-employed,550.0,1,52.9,Rejected,No Default,Missed,Bangalore,Telangana,Female
L105480,C52615,2023-02-18,295362,Home,11.36,24,112438.0,Salaried,782.0,5,18.8,Approved,No Default,Delayed,Bangalore,Tamil Nadu,Female
L105481,C51410,2023-01-13,1599592,Education,8.2,12,26307.0,Business Owner,793.0,2,10.6,Approved,No Default,Delayed,Bangalore,Karnataka,Male
L105482,C50578,2023-09-20,1657946,Vehicle,7.64,60,122029.0,Salaried,560.0,3,51.8,Pending,Default,Missed,Delhi,Tamil Nadu,Male
L105483,C50038,2023-03-10,1523147,Business,14.46,60,71082.0,Freelancer,684.0,1,40.8,Approved,No Default,Delayed,Bangalore,Karnataka,Male
L105484,C51488,2024-08-16,830412,Education,7.76,24,164741.0,Self-employed,759.0,3,55.6,Pending,No Default,Delayed,Mumbai,Tamil Nadu,Female
L105485,C50845,2023-07-04,171441,Home,16.6,60,123244.0,Salaried,399.0,0,28.2,Pending,No Default,On Time,Mumbai,Delhi,Male
L105486,C50704,2024-01-04,1877934,Home,11.31,36,137208.0,Salaried,816.0,4,26.7,Approved,No Default,Missed,Mumbai,Delhi,Male
L105487,C50706,2024-05-04,1911411,Business,19.34,36,155199.0,Self-employed,792.0,1,15.6,Approved,No Default,Missed,Delhi,Delhi,Female
L105488,C50287,2023-07-08,1407335,Vehicle,16.5,60,93725.0,Self-employed,447.0,1,16.6,Rejected,No Default,On Time,Chennai,Karnataka,Male
L105489,C52362,2024-08-03,548269,Business,12.1,12,178830.0,Self-employed,405.0,1,23.7,Pending,Default,Delayed,Bangalore,Telangana,Female
L105490,C52715,2024-08-09,1305344,Home,7.65,36,82795.0,Salaried,470.0,1,44.4,Rejected,No Default,On Time,Chennai,Maharashtra,Male
L105491,C52858,2024-02-25,100532,Education,18.05,36,109366.0,Salaried,563.0,2,54.5,Pending,No Default,Missed,Chennai,Tamil Nadu,Male
L105492,C50571,2023-09-16,599824,Personal,16.37,36,141124.0,Salaried,828.0,1,24.1,Approved,No Default,Missed,Mumbai,Telangana,Female
L105493,C52361,2024-07-23,1708174,Home,22.23,36,146214.0,Salaried,826.0,0,50.7,Rejected,No Default,Missed,Hyderabad,Karnataka,Female
L105494,C50397,2024-10-08,521109,Education,18.45,60,45024.0,Business Owner,361.0,3,56.9,Rejected,Default,On Time,Mumbai,Maharashtra,Male
L105495,C53481,2024-01-25,740762,Vehicle,11.55,24,139284.0,Business Owner,741.0,3,29.0,Approved,No Default,Missed,Chennai,Karnataka,Female
L105496,C52758,2024-11-30,1551122,Home,11.0,60,78614.0,Freelancer,303.0,3,35.3,Rejected,No Default,On Time,Mumbai,Telangana,Female
L105497,C52100,2023-07-13,561524,Education,10.64,24,184595.0,Salaried,317.0,5,5.5,Pending,No Default,Delayed,Hyderabad,Maharashtra,Male
L105498,C51526,2023-03-05,493292,Vehicle,12.29,24,28612.0,Business Owner,303.0,1,35.8,Pending,Default,Delayed,Hyderabad,Delhi,Female
L105499,C50944,2024-07-17,1541323,Vehicle,13.01,60,194354.0,Business Owner,486.0,4,5.2,Rejected,Default,On Time,Chennai,Karnataka,Female
L105500,C50141,2023-05-21,221621,Personal,12.06,36,91536.0,Salaried,324.0,5,45.4,Rejected,Default,Delayed,Mumbai,Telangana,Female
L105501,C52160,2024-07-18,1176960,Education,12.36,36,160645.0,Self-employed,331.0,4,54.0,Pending,No Default,Delayed,Chennai,Tamil Nadu,Male
L105502,C52399,2023-01-26,484958,Vehicle,17.73,36,115054.0,Self-employed,334.0,5,38.8,Rejected,No Default,Missed,Delhi,Telangana,Male
L105503,C50311,2024-05-28,1790837,Business,15.23,36,109717.0,Salaried,590.0,0,49.7,Approved,No Default,Delayed,Bangalore,Telangana,Male
L105504,C50806,2023-05-30,686805,Home,8.76,12,151956.0,Self-employed,367.0,3,22.3,Rejected,Default,Missed,Chennai,Tamil Nadu,Male
L105505,C50113,2024-02-25,1551565,Business,9.0,12,177012.0,Freelancer,782.0,0,58.5,Pending,No Default,Missed,Bangalore,Maharashtra,Female
L105506,C51969,2024-04-04,1800070,Personal,19.23,24,115470.0,Self-employed,659.0,0,13.6,Approved,No Default,Missed,Mumbai,Telangana,Female
L105507,C51965,2024-05-14,1887079,Vehicle,12.95,24,196086.0,Business Owner,651.0,5,7.0,Approved,No Default,On Time,Bangalore,Delhi,Female
L105508,C53244,2024-07-30,1620408,Vehicle,15.22,36,58414.0,Salaried,433.0,5,32.1,Rejected,Default,Delayed,Bangalore,Telangana,Male
L105509,C50098,2023-08-28,358727,Vehicle,20.55,12,149073.0,Freelancer,489.0,4,26.2,Pending,No Default,On Time,Bangalore,Maharashtra,Male
L105510,C50234,2023-12-07,892346,Education,17.75,12,166552.0,Self-employed,372.0,4,58.6,Rejected,No Default,Missed,Mumbai,Telangana,Female
L105511,C51490,2023-11-08,233572,Home,20.09,60,95999.0,Business Owner,476.0,5,16.8,Rejected,No Default,On Time,Chennai,Maharashtra,Male
L105512,C50046,2024-11-05,1880956,Education,18.92,12,62131.0,Salaried,320.0,0,28.4,Pending,Default,On Time,Chennai,Telangana,Male
L105513,C52326,2024-12-16,1242821,Business,10.14,12,61904.0,Self-employed,497.0,4,8.0,Rejected,No Default,Delayed,Hyderabad,Maharashtra,Male
L105514,C50242,2023-06-07,800761,Education,10.76,12,191914.0,Self-employed,767.0,5,54.9,Rejected,No Default,On Time,Bangalore,Delhi,Male
L105515,C52858,2024-08-31,1632741,Home,15.95,36,114461.0,Self-employed,522.0,2,48.4,Pending,Default,Missed,Chennai,Delhi,Female
L105516,C50790,2024-08-31,638159,Personal,8.62,24,109100.0,Freelancer,845.0,3,41.2,Approved,Default,On Time,Hyderabad,Tamil Nadu,Male
L105517,C50960,2023-10-24,1202442,Personal,7.96,60,58414.0,Freelancer,317.0,2,9.5,Pending,No Default,Delayed,Bangalore,Karnataka,Female
L105518,C50110,2023-09-18,1757550,Personal,11.48,60,98480.0,Freelancer,384.0,5,36.2,Rejected,No Default,Missed,Delhi,Telangana,Male
L105519,C51381,2023-02-23,1660829,Vehicle,22.49,36,64624.0,Freelancer,304.0,0,55.5,Pending,No Default,Delayed,Chennai,Karnataka,Male
L105520,C51187,2023-11-27,322062,Vehicle,16.54,60,185498.0,Business Owner,478.0,0,45.3,Pending,Default,Missed,Bangalore,Delhi,Female
L105521,C51766,2023-12-03,224637,Home,17.86,12,58340.0,Self-employed,711.0,1,47.7,Approved,No Default,On Time,Bangalore,Tamil Nadu,Female
L105522,C53149,2024-09-04,1741831,Vehicle,11.81,12,85511.0,Self-employed,479.0,4,36.3,Pending,Default,Delayed,Chennai,Delhi,Female
L105523,C50099,2024-09-02,666035,Home,21.56,12,170924.0,Salaried,560.0,1,8.7,Pending,Default,On Time,Hyderabad,Maharashtra,Male
L105524,C52021,2023-01-16,1450727,Vehicle,7.64,24,39070.0,Salaried,394.0,4,20.5,Rejected,No Default,On Time,Mumbai,Delhi,Male
L105525,C52189,2024-04-12,845529,Vehicle,8.77,12,122243.0,Freelancer,356.0,5,32.0,Pending,Default,Missed,Delhi,Karnataka,Male
L105526,C53019,2023-12-17,953165,Education,20.23,36,101699.0,Business Owner,346.0,4,43.2,Rejected,No Default,Delayed,Bangalore,Tamil Nadu,Male
L105527,C52567,2023-10-11,393762,Business,19.59,36,97644.0,Salaried,546.0,5,34.2,Pending,No Default,Delayed,Hyderabad,Maharashtra,Female
L105528,C50281,2024-09-03,1846825,Business,12.66,60,79835.0,Business Owner,581.0,5,37.6,Approved,Default,Delayed,Bangalore,Delhi,Male
L105529,C50396,2023-03-25,190859,Vehicle,16.75,36,58112.0,Business Owner,833.0,3,31.6,Approved,No Default,Delayed,Hyderabad,Delhi,Female
L105530,C51053,2023-12-31,549287,Personal,8.64,12,160291.0,Business Owner,800.0,5,47.2,Approved,No Default,Missed,Mumbai,Maharashtra,Male
L105531,C51123,2024-06-05,142692,Home,7.91,12,31842.0,Freelancer,489.0,1,58.8,Rejected,Default,On Time,Mumbai,Tamil Nadu,Female
L105532,C51392,2024-04-27,49485,Education,8.86,60,36720.0,Self-employed,767.0,1,8.0,Approved,No Default,Missed,Bangalore,Karnataka,Female
L105533,C50350,2024-01-18,401885,Education,15.67,12,147832.0,Salaried,494.0,1,24.2,Rejected,Default,Missed,Bangalore,Telangana,Female
L105534,C52002,2024-05-07,1085254,Home,15.89,12,134496.0,Self-employed,457.0,2,18.7,Rejected,No Default,Delayed,Chennai,Karnataka,Male
L105535,C51777,2023-04-22,1777807,Business,21.03,60,172081.0,Self-employed,527.0,2,25.2,Rejected,Default,Delayed,Bangalore,Maharashtra,Female
L105536,C50313,2024-09-12,649298,Home,21.92,60,99062.0,Salaried,414.0,0,28.9,Rejected,No Default,Missed,Bangalore,Telangana,Male
L105537,C52907,2024-09-21,263935,Home,11.43,12,33822.0,Salaried,344.0,3,26.0,Rejected,Default,Delayed,Delhi,Telangana,Male
L105538,C53358,2023-03-21,127373,Home,20.91,36,68310.0,Business Owner,798.0,4,58.3,Rejected,Default,Delayed,Mumbai,Telangana,Male
L105539,C50230,2024-05-15,1584945,Business,20.93,24,33664.0,Self-employed,526.0,5,31.7,Pending,Default,Missed,Bangalore,Tamil Nadu,Male
L105540,C50897,2023-06-14,1262561,Vehicle,12.49,12,61383.0,Freelancer,423.0,1,39.0,Pending,Default,Delayed,Delhi,Delhi,Male
L105541,C51346,2023-04-28,715514,Business,18.84,24,130076.0,Business Owner,706.0,5,27.3,Approved,Default,Missed,Chennai,Karnataka,Female
L105542,C51906,2024-12-27,398607,Education,15.46,12,94502.0,Salaried,620.0,5,8.1,Approved,No Default,Missed,Chennai,Delhi,Male
L105543,C50013,2023-03-10,1445280,Education,11.29,12,195111.0,Salaried,618.0,2,49.0,Approved,Default,On Time,Hyderabad,Tamil Nadu,Female
L105544,C52359,2024-09-20,1015232,Personal,16.26,36,48103.0,Freelancer,848.0,4,47.2,Approved,No Default,Delayed,Chennai,Delhi,Female
L105545,C50843,2023-03-29,199682,Personal,10.26,12,156602.0,Freelancer,564.0,1,46.3,Pending,Default,On Time,Mumbai,Maharashtra,Male
L105546,C51398,2023-10-07,676484,Education,16.61,12,66327.0,Business Owner,466.0,0,58.9,Pending,Default,Missed,Delhi,Karnataka,Male
L105547,C52214,2023-07-23,851229,Education,21.84,24,123627.0,Freelancer,629.0,1,35.6,Approved,No Default,Delayed,Mumbai,Tamil Nadu,Male
L105548,C50847,2024-02-18,1817611,Business,17.26,36,122793.0,Self-employed,739.0,0,46.2,Approved,No Default,On Time,Chennai,Maharashtra,Female
L105549,C51992,2024-07-14,993482,Home,13.41,36,66812.0,Self-employed,332.0,4,22.6,Rejected,No Default,On Time,Mumbai,Tamil Nadu,Female
L105550,C50574,2024-04-28,908099,Personal,13.09,24,86212.0,Freelancer,848.0,4,55.9,Pending,No Default,On Time,Hyderabad,Tamil Nadu,Male
L105551,C52138,2024-05-02,1023713,Business,16.24,60,196129.0,Freelancer,605.0,2,25.2,Approved,No Default,Missed,Delhi,Delhi,Female
L105552,C51866,2023-11-05,147882,Personal,18.74,36,175275.0,Freelancer,815.0,0,21.8,Approved,No Default,Missed,Bangalore,Tamil Nadu,Male
L105553,C52932,2024-12-22,567467,Home,22.31,12,122202.0,Business Owner,311.0,0,20.1,Rejected,Default,Missed,Delhi,Telangana,Male
L105554,C53358,2024-12-03,1627189,Education,10.61,12,110748.0,Freelancer,461.0,3,48.9,Rejected,Default,Missed,Chennai,Delhi,Female
L105555,C51721,2023-06-02,72597,Business,17.68,24,109115.0,Freelancer,354.0,4,46.6,Rejected,Default,Delayed,Chennai,Tamil Nadu,Male
L105556,C50718,2024-02-05,1105344,Vehicle,15.11,60,91758.0,Salaried,744.0,1,40.8,Approved,No Default,Delayed,Mumbai,Maharashtra,Male
L105557,C51735,2023-10-21,502252,Home,17.47,24,178342.0,Salaried,753.0,5,39.3,Approved,No Default,On Time,Hyderabad,Karnataka,Female
L105558,C53274,2023-09-08,1378435,Education,19.04,60,158484.0,Salaried,640.0,4,23.8,Approved,No Default,On Time,Bangalore,Tamil Nadu,Male
L105559,C53065,2023-10-20,527306,Home,9.37,36,92337.0,Salaried,345.0,4,49.7,Rejected,Default,On Time,Mumbai,Karnataka,Female
L105560,C52526,2024-12-01,1713226,Business,9.11,12,183165.0,Salaried,822.0,0,38.6,Approved,No Default,Delayed,Mumbai,Maharashtra,Female
L105561,C51592,2024-04-22,731348,Home,18.64,36,193439.0,Freelancer,562.0,0,48.2,Pending,No Default,Delayed,Chennai,Maharashtra,Female
L105562,C52085,2023-08-20,319254,Vehicle,11.11,12,166739.0,Freelancer,322.0,5,24.9,Pending,No Default,On Time,Chennai,Maharashtra,Male
L105563,C51885,2023-11-11,1079561,Home,20.27,12,101275.0,Business Owner,798.0,4,59.7,Rejected,No Default,On Time,Delhi,Maharashtra,Male
